"施設種別","地区","保育園名","所在地","緯度","経度","種別","電話番号","入園可能月齢","保育年齢別定員　0歳","保育年齢別定員　1歳","保育年齢別定員　2歳","保育年齢別定員　3歳","保育年齢別定員　4歳","保育年齢別定員　5歳","保育年齢別定員　合計","短時間保育開始時間","短時間保育終了時間","標準時間開始時間","標準時間終了時間","延長保育対象月齢","延長保育","休園日","運営事業者(指定管理者)","保育園ホームページ"
"認可保育園","麻布","東麻布保育園","東京都港区東麻布二丁目1番1号","35.658212","139.74262","区立","03-3584-3811","3か月","17","25","28","30","30","34","164","9:00","17:00","7:15","18:15","1歳の誕生日","22:00まで","年末年始","特定非営利活動法人ワーカーズコープ","https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/25/index.html"
"認可保育園","麻布","元麻布保育園","東京都港区元麻布二丁目14番12号","35.653073","139.730217","区立","03-5422-7338","3か月","22","28","31","31","31","31","174","9:00","17:00","7:15","18:15","1歳の誕生日","22:00まで","年末年始","(福)春和会","https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/26/index.html"
"認可保育園","麻布","まなびの森保育園麻布","東京都港区南麻布一丁目8番11号　東町小学校内","35.650887","139.735832","私立","03-3455-3066","57日","6","10","11","11","11","11","60","9:00","17:00","7:15","18:15","1歳の誕生日の翌日","20:15まで","日・祝・年末年始","(株)こどもの森","http://kodomonomori.co.jp/az/"
"認可保育園","麻布","あい保育園南麻布","東京都港区南麻布二丁目11番10号　OJビル3階","35.647686","139.735729","私立","03-6453-7970","57日","9","15","18","18","18","20","98","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","(株)アイグラン","https://aigran.co.jp/nursery_list/1-1206/"
"認可保育園","麻布","太陽の子南麻布保育園","東京都港区南麻布四丁目11番30号　南麻布渋谷ビル2階","35.646992","139.727149","私立","03-5488-8070","57日","9","12","12","12","12","12","69","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","HITOWAキッズライフ(株)","https://www.kidslife-nursery.com/facility/tokyo/minato/minamiazabu/"
"認可保育園","麻布","あい保育園元麻布","東京都港区元麻布三丁目2番19号　MOMON六本木ビル2階","35.657381","139.727326","私立","03-6447-1871","57日","6","12","12","10","10","10","60","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","(株)アイグラン","https://aigran.co.jp/nursery_list/1-1158/"
"認可保育園","麻布","まちの保育園六本木","東京都港区六本木一丁目9番10号　アークヒルズ仙石山森タワー","35.663588","139.741813","私立","03-6441-2478","57日","11","13","14",,,,"38","9:00","17:00","7:30","18:30","1歳の誕生日を過ぎた翌月1日","20:30まで","日・祝・年末年始","ナチュラルスマイルジャパン(株)",
"認可保育園","麻布","まちの保育園六本木分園","東京都港区虎ノ門五丁目5番1号　アークヒルズ仙石山テラス103","35.663636","139.74188","私立","03-6450-1726",,,,,"14","9","9","32","9:00","17:00","7:30","18:30","1歳の誕生日を過ぎた翌月1日","20:30まで","日・祝・年末年始","ナチュラルスマイルジャパン(株)",
"認可保育園","麻布","コスモス西麻布保育園","東京都港区西麻布二丁目2番2号　NK青山ホームズ１階B","35.661597","139.724999","私立","03-6427-3733","57日","3","8","9","10","10","10","50","9:00","17:00","7:15","18:15","1歳の誕生日を過ぎた翌月1日","20:15まで","日・祝・年末年始","(福)千成会","https://www.senseikai.or.jp/publics/index/26/"
"認可保育園","麻布","AIAI NURSERY麻布十番","東京都港区東麻布二丁目32番7号　麻布アコービル2階","35.656032","139.740453","私立","03-5545-5461","57日","6","12","13","13","13","13","70","9:00","17:00","7:30","18:30","1歳の誕生日を過ぎた翌月1日","19:30まで","日・祝・年末年始","AIAI　Child　Care（株）","https://nursery.aiai-cc.co.jp/facility/azabujyuban/"
"認可保育園","麻布","ふたばクラブ東麻布保育園","東京都港区東麻布一丁目5番6号","35.657895","139.743181","私立","03-5797-8728","3か月","9","10","10","10","10","10","59","9:00","17:00","7:30","18:30","1歳の誕生日","19:30まで","日・祝・年末年始","双葉教育(株)","https://futabaclub.jp/higashiazabu.html"
"認可保育園","麻布","まなびの森保育園麻布十番","東京都港区南麻布一丁目14番1号","35.651137","139.734086","私立","03-6436-7887","57日","6","11","11","11","11",,"50","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)こどもの森","http://kodomonomori.co.jp/jb/"
"認可保育園","麻布","麻布十番ちとせ保育園","東京都港区麻布十番一丁目3番2号","35.656991","139.735836","私立","03-3586-1058","57日","6","10","11","11","11",,"49","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(福)ちとせ交友会",
"認可保育園","麻布","sakura保育園六本木","東京都港区六本木四丁目5番11号","35.664764","139.732417","私立","03-6434-5011","57日","6","10","12","12",,,"40","9:00","17:00","7:30","18:30","1歳の誕生日を過ぎた翌月1日から","20:30まで","日・祝・年末年始","(株)マーシャルアーツドットコム","https://sakurakids.net/"
"認可保育園","麻布","リトルパルズ保育園六本木","東京都港区六本木六丁目5番27号","35.660996","139.731241","私立","050-1741-0790","57日","9","12","12","15",,,"48","9:00","17:00","7:30","18:30","57日","19:30まで","日・祝・年末年始","（株）アイ・エス・シー","https://wb-hoikuen.jp/tokyo/roppongi"
"認可保育園","赤坂","赤坂保育園","東京都港区赤坂五丁目5番26号101","35.671125","139.734061","区立","03-3583-2156","3か月","9","15","15","20","20","20","99","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始",,"https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/01/index.html"
"認可保育園","赤坂","南青山保育園","東京都港区南青山一丁目3番15号","35.671188","139.725527","区立","03-3401-1650","3か月","18","20","22","26","26","26","138","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始",,"https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/09/index.html"
"認可保育園","赤坂","青山保育園","東京都港区北青山三丁目4番1号101","35.668127","139.71402","区立","03-3401-1723","57日","14","22","22","24","24","24","130","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始",,"https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/02/index.html"
"認可保育園","赤坂","赤坂ちとせ保育園","東京都港区赤坂四丁目7番15号　陽栄光和ビル1階","35.675503","139.734069","私立","03-6459-1012","57日","6","8","9","9","9","9","50","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","(福)ちとせ交友会","https://www.chitosek.or.jp/preschools/akasaka"
"認可保育園","赤坂","太陽の子赤坂保育園","東京都港区赤坂八丁目12番16号　NOZY　AKASAKA1階、2階、3階","35.669165","139.729383","私立","03-6434-9431","57日","6","10","10","10","12","12","60","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","HITOWAキッズライフ(株)","https://www.kidslife-nursery.com/facility/tokyo/minato/akasaka/"
"認可保育園","赤坂","あい保育園青山一丁目","東京都港区南青山一丁目3番1号　パークアクシス青山一丁目タワー2階","35.671674","139.725591","私立","03-6459-2860","57日","6","12","12","10","10","10","60","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","(株)アイグラン","https://aigran.co.jp/nursery_list/1-1170/"
"認可保育園","赤坂","太陽の子南青山保育園","東京都港区南青山四丁目1番6号　セブン南青山ビル1階、2階","35.667301","139.719068","私立","03-5413-5512","57日","6","12","12","10","10","10","60","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","HITOWAキッズライフ(株)","https://www.kidslife-nursery.com/facility/tokyo/minato/minamiaoyama/"
"認可保育園","赤坂","小学館アカデミー南青山保育園","東京都港区南青山四丁目15番8号　南青山246ビル","35.66495","139.718306","私立","03-5770-1512","57日","6","6","6","6","6","9","39","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)小学館集英社プロダクション","https://www.shopro.co.jp/hoiku/shisetsu/minamiaoyama/"
"認可保育園","赤坂","赤坂山王保育園","東京都港区赤坂四丁目1番26号","35.676397","139.734702","私立","03-5114-5605","57日","15","20","20","22","22",,"99","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(福)邦友会","https://hoyukai.iuhw.ac.jp/akasakasanno-h/"
"認可保育園","赤坂","赤坂クレア保育園","東京都港区赤坂四丁目9番3号","35.675472","139.732987","私立","03-6812-9268","57日","6","10","12","12","12",,"52","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(福)慈光福祉会","http://akasaka-crea.com/"
"認可保育園","赤坂","おはよう保育園ののあおやま","東京都港区北青山三丁目4番3号","35.666941","139.7127","私立","03-6447-0195","57日","3","4","4","4","4","4","23","9:00","17:00","7:30","18:30","1歳の誕生日","19:30まで","日・祝・年末年始","東京建物キッズ(株)","https://www.ttkids.co.jp/shisetsu_nonoaoyama.html"
"認可保育園","高輪","伊皿子坂保育園","東京都港区三田四丁目19番30号","35.640411","139.738726","区立","03-3444-7601","3か月","15","22","24","30","30","30","151","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始",,"https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/14/index.html"
"認可保育園","高輪","高輪保育園","東京都港区高輪三丁目18番15号","35.633207","139.735724","区立","03-3449-1641","57日","14","22","24","28","30","30","148","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始",,"https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/16/index.html"
"認可保育園","高輪","白金保育園","東京都港区白金三丁目10番12号","35.644936","139.731076","区立","03-3441-5076","3か月","9","15","16","20","21","21","102","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始",,"https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/15/index.html"
"認可保育園","高輪","太陽の子三田五丁目保育園","東京都港区三田五丁目4番3号　三田プラザビル3階","35.647706","139.738902","私立","03-5439-6775","57日","8","8","10","10","12","12","60","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","HITOWAキッズライフ(株)","https://www.kidslife-nursery.com/facility/tokyo/minato/mita5/"
"認可保育園","高輪","みなと保育園","東京都港区高輪一丁目6番9号","35.642366","139.735335","私立","03-3443-3406","43日","6","9","12","12","12","12","63","9:00","17:00","7:30","18:30","1歳の誕生日","19:30まで","日・祝・年末年始","(福)恩賜財団東京都同胞援護会","https://doen.jp/introduction/nuture/minato"
"認可保育園","高輪","愛星保育園","東京都港区高輪一丁目27番40号","35.63676","139.731967","私立","03-3441-5410","3か月","5","10","15","15","11","9","65","9:00","17:00","7:00","18:00","1歳の誕生日","20:15まで","日・祝・年末年始","(福)東京聖ビンセンシオ・ア・パウロ会","https://www.aiseihoikuen.or.jp/"
"認可保育園","高輪","ゆらりん高輪保育園","東京都港区高輪一丁目5番38号　HUG高輪1階、2階","35.641758","139.736717","私立","03-5422-6170","57日","9","15","18","19","20","20","101","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","ライフサポート(株)","https://hoiku.lifesupport.co.jp/yurarin-takanawa/"
"認可保育園","高輪","高輪夢保育園","東京都港区高輪三丁目25番33号　長田ビル3階","35.631944","139.737918","私立","03-5791-9680","57日","6","8","11","11","11","11","58","9:15","17:15","7:15","18:15","満5か月","20:15まで","日・祝・年末年始","(福)夢工房","https://www.yumekoubou.or.jp/hoikuen/takanawayume/"
"認可保育園","高輪","ゆらりん白金保育園","東京都港区白金一丁目26番10号　白金K-FLAT 1階、2階の一部","35.643907","139.733517","私立","03-6409-6310","57日","6","8","9","9","9","9","50","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","ライフサポート(株)","https://hoiku.lifesupport.co.jp/yurarin-shirokane/"
"認可保育園","高輪","みつばち保育園","東京都港区白金四丁目7番2号","35.642807","139.727554","私立","03-3444-8767","43日","6","11","13",,,,"30","9:00","17:00","7:15","18:15","43日","19:15まで","日・祝・年末年始","(福)みつばち会","https://hoiku.mitsu-bachi.net/"
"認可保育園","高輪","ニチイキッズ白金台保育園","東京都港区白金台二丁目26番10号　グリーンオーク高輪台2階","35.631759","139.729917","私立","03-5791-2161","57日","10","12","12","12","12","12","70","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)ニチイ学館","https://www.nichiikids.net/nursery/other/shiroganedai/index.html"
"認可保育園","高輪","高輪さつき保育園","東京都港区高輪一丁目16番15号　自動車部品会館2階","35.64095","139.733479","私立","03-3473-2320","57日","6","10","11","11","11","11","60","9:00","17:00","7:15","18:15","1歳の誕生日の翌日","20:15まで","日・祝・年末年始","フミ・コーポレーション(株)","https://www.satuki-tk.com/"
"認可保育園","高輪","えほんのもり白金台保育園","東京都港区白金台二丁目11番3号","35.633192","139.730735","私立","03-6450-3546","3か月","3","5","6","7","7","7","35","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)萬松堂","http://ehonnomori-hoikuen.com/"
"認可保育園","高輪","さくらさくみらい高輪","東京都港区高輪二丁目6番21号","35.636165","139.73334","私立","03-5860-2339","57日","6","12","12","18","18","18","84","9:00","17:00","7:15","18:15","1歳の誕生日を過ぎた翌月1日","20:15まで","日・祝・年末年始","(株)さくらさくみらい","https://www.sakura-39.jp/hoiku/takanawa/"
"認可保育園","高輪","ミアヘルサ保育園ひびき白金高輪","東京都港区白金三丁目2番3号","35.64656","139.731283","私立","03-5860-2251",,,"8","9","11","11","11","50","9:00","17:00","7:30","18:30","1歳","20:30まで","日・祝・年末年始","ミアヘルサ(株)","https://www.merhalsa.jp/hoikuen/nursery/shirogane_takanawa/"
"認可保育園","高輪","うれしい保育園白金高輪","東京都港区三田五丁目17番2号","35.645161","139.736962","私立","03-5795-2310","57日","6","10","11","11","11",,"49","9:00","17:00","7:15","18:15","1歳の誕生日を過ぎた翌月1日","20:15まで","日・祝・年末年始","(株)ケア21","https://www.care21.co.jp/ureshii_hoiku/uh-shirokanetakanawa/"
"認可保育園","高輪","ほっぺるランド高輪二丁目","東京都港区高輪二丁目16番8号","35.638892","139.739177","私立","03-5422-9781","57日","6","10","11","11","11",,"49","9:00","17:00","7:30","18:30","1歳の誕生日","20:30まで","日・祝・年末年始","(株)テノ.コーポレーション","https://hoppel-land.com/introduces/7722-2/"
"認可保育園","高輪","あい保育園白金台","東京都港区白金台三丁目13番18号","35.635829","139.724707","私立","03-6277-4494","57日","8","12","12","13",,,"45","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","(株)アイグラン",
"認可保育園","芝浦港南","しばうら保育園","東京都港区芝浦三丁目1番16号","35.645136","139.750214","区立","03-5232-1130","3か月","25","33","36","36","46","46","222","9:00","17:00","7:15","18:15","1歳の誕生日","22:00まで","年末年始","Shopro-Taihei共同事業グループ","https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/23/index.html"
"認可保育園","芝浦港南","しばうら保育園分園","東京都港区芝浦一丁目16番1号","35.646636","139.751425","区立","03-6453-6346","3か月","6","10","10","10",,,"36","9:00","17:00","7:15","18:15","1歳の誕生日","22:00まで","年末年始","Shopro-Taihei共同事業グループ","https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/23/index.html"
"認可保育園","芝浦港南","こうなん保育園","東京都港区港南四丁目2番3号101","35.629827","139.747918","区立","03-3450-3800","57日","15","25","26","27","28","28","149","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始",,"https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/08/index.html"
"認可保育園","芝浦港南","たかはま保育園","東京都港区港南四丁目3番7号","35.631151","139.749972","区立","03-5781-0255","3か月","18","22","26","30","30","30","156","9:00","17:00","7:15","18:15","1歳の誕生日","22:00まで","年末年始","(株)日本保育サービス","https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/22/index.html"
"認可保育園","芝浦港南","台場保育園","東京都港区台場一丁目5番1号","35.630085","139.777068","区立","03-5500-2360","3か月","14","22","23","24","24","24","131","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始",,"https://www.city.minato.tokyo.jp/kodomo/kodomo/kodomo/hoikuen/04/index.html"
"認可保育園","芝浦港南","太陽の子シーバンス保育園","東京都港区芝浦一丁目2番2号　シーバンスアモール3階","35.649696","139.756524","私立","03-5439-4014","57日","9","20","20","20","16","15","100","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","HITOWAキッズライフ(株)","https://www.kidslife-nursery.com/facility/tokyo/minato/seavans/"
"認可保育園","芝浦港南","太陽の子芝浦一丁目保育園","東京都港区芝浦一丁目9番7号　芝浦おもだかビル2階、3階","35.648178","139.753541","私立","03-5439-5251","57日","6","12","12","12","12","12","66","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","HITOWAキッズライフ(株)","https://www.kidslife-nursery.com/facility/tokyo/minato/shibaura1/"
"認可保育園","芝浦港南","アンジェリカ田町保育園","東京都港区芝浦一丁目6番41号　グローバルフロントタワー1階","35.647586","139.75497","私立","03-6435-2157","57日","6","10","11","11","11","11","60","9:00","17:00","7:30","18:30","57日","20:30まで","日・祝・年末年始","(株)アンジェリカ","https://www.angelica-nsy.net/facilities/tamachihoiku/"
"認可保育園","芝浦港南","にじのいるか保育園芝浦","東京都港区芝浦二丁目3番31号　第二高取ビル2階","35.644138","139.754543","私立","03-6435-3804","57日","6","10","11","11","11","11","60","9:00","17:00","7:15","18:15","1歳の誕生日を過ぎた翌月1日","20:15まで","日・祝・年末年始","(学)滋慶学園","https://www.nijinoiruka.ed.jp/nursery/shibaura/"
"認可保育園","芝浦港南","太陽の子芝浦三丁目保育園","東京都港区芝浦三丁目20番2号　山楽ビル2階、3階","35.642236","139.746501","私立","03-5439-6206","57日","6","8","8","10","10","10","52","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","HITOWAキッズライフ(株)","https://www.kidslife-nursery.com/facility/tokyo/minato/shibaura3/"
"認可保育園","芝浦港南","アスク芝浦4丁目保育園","東京都港区芝浦四丁目12番28号","35.639594","139.749084","私立","03-6435-2855","57日","9","10","10","10","10","11","60","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)日本保育サービス","https://www.nihonhoiku.co.jp/blog/shibaura4/"
"認可保育園","芝浦港南","ゆらりん港南保育園","東京都港区港南一丁目6番27号　芝浦クリスタル品川港南 2階","35.62962","139.745437","私立","03-6712-1188","57日","9","12","12","12","15 ※4歳、5歳の合計",,"60","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","ライフサポート(株)","https://hoiku.lifesupport.co.jp/yurarin-konan/"
"認可保育園","芝浦港南","グローバルキッズ港南保育園","東京都港区港南四丁目1番8号　リバージュ品川2階","35.629617","139.746672","私立","03-3450-6130","57日","9","18","18","18","18","18","99","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)グローバルキッズ","https://www.gkids.co.jp/facilities/nursery_072.html"
"認可保育園","芝浦港南","ベネッセ港南保育園","東京都港区港南四丁目6番7号","35.627761","139.750726","私立","03-5783-5871","57日","6","12","12","10","10","10","60","9:00","17:00","7:00","18:00","1歳の誕生日","22:00まで","日・祝・年末年始","(株)ベネッセスタイルケア","https://hoiku.benesse-style-care.co.jp/facilities/area_tokyo/minato/h-kounan/"
"認可保育園","芝浦港南","ふたばクラブ港南保育園","東京都港区港南二丁目16番6号　CanonSタワー","35.646636","139.751425","私立","03-6712-9428","3か月","4","5","5","5","5","5","29","9:00","17:00","7:30","18:30","1歳の誕生日","19:30まで","日・祝・年末年始","双葉教育(株)","http://futabaclub.jp/kounann.html"
"認可保育園","芝浦港南","ゆらりんはぁと保育園","東京都港区港南一丁目8番23号　ShinagawaHEART2階","35.629704","139.744497","私立","03-6260-0873","57日","5","7","8","10","10","10","50","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","ライフサポート(株)","https://hoiku.lifesupport.co.jp/yurarin-heart/"
"認可保育園","芝浦港南","ゆらりん港南緑水保育園","東京都港区港南四丁目7番37号（港南緑水公園内）","35.629753","139.75167","私立","03-5781-2781","57日","9","15","18","19","20","20","101","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","ライフサポート(株)","https://hoiku.lifesupport.co.jp/yurarin-ryokusui/"
"認可保育園","芝浦港南","デイジー保育園芝浦","東京都港区芝浦四丁目17番3号　芝浦NAビル3階","35.637018","139.747121","私立","03-6275-1903","57日","6","9","9","10","10","10","54","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)スリーピース","https://threepeace.life/recruit-2/recruit-nursery4/"
"認可保育園","芝浦港南","にじいろ保育園海岸三丁目","東京都港区海岸三丁目16番6号","35.642496","139.755864","私立","03-6722-6865","57日","9","20","24","24","24",,"101","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","ライクアカデミー(株)","https://www.like-kn.co.jp/academy/establishment/nijiiro/kaigan3choume/index.html"
"認可保育園","芝浦港南","太陽の子芝浦二丁目保育園","東京都港区芝浦二丁目9番1号　ブランズタワー芝浦2階","35.643537","139.75291","私立","03-6435-4635","57日","6","8","9","9","9","9","50","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","HITOWAキッズライフ(株)","https://www.kidslife-nursery.com/facility/tokyo/minato/shibaura2/"
